Name,Console,Year_of_Release,ESRB_rating,Publisher,Global_players,Genre,Critic_Score,User_Score,NA_Sales,EU_Sales,JP_Sales,Other_Country_Sales,Sequel,Lifecycle,MaxPlayers,Online,Licensed,Handheld,Accessory,LtdEdition,Multiplatform,RealTime,TurnBased,VisualNovel,FirstPerson,SideScrolling,TopDown,ThirdPerson
Oddworld: Munch's Oddysee,XB,2001,T,Atari,0.73,Platform,80.0,8.7,0.54,0.16,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oddworld: Stranger's Wrath,XB,2005,T,Electronic Arts,0.26,Adventure,88.0,9.1,0.19,0.06,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odin Sphere,PS2,2007,T,Square Enix,0.56,Role-Playing,83.0,8.6,0.23,0.18,0.09,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odin Sphere: Leifthrasir,PS3,2016,T,Nippon Ichi Software,0.06,Role-Playing,69.0,7.0,0.02,0.01,0.03,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odin Sphere: Leifthrasir,PS4,2016,T,Nippon Ichi Software,0.2,Role-Playing,87.0,8.2,0.07,0.04,0.07,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odin Sphere: Leifthrasir,PSV,2016,T,Nippon Ichi Software,0.14,Role-Playing,93.0,7.9,0.02,0.02,0.09,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Okage: Shadow King,PS2,2001,T,Sony Computer Entertainment,0.36,Role-Playing,70.0,8.5,0.14,0.11,0.08,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Okami,PS2,2006,T,Capcom,0.63,Action,93.0,9.3,0.11,0.03,0.15,0.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Okami,Wii,2008,T,Capcom,0.6,Action,90.0,8.9,0.43,0.09,0.04,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OkamiDen,DS,2010,E10+,Capcom,0.43,Adventure,82.0,7.9,0.21,0.06,0.13,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omega Quintet,PS4,2014,T,Compile Heart,0.02,Role-Playing,58.0,7.1,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omerta: City of Gangsters,X360,2011,T,Konami Digital Entertainment,0.7,Simulation,43.0,3.3,0.42,0.22,0.0,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece Mansion,PS,2001,E,Capcom,0.02,Action,62.0,8.7,0.01,0.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Burning Blood,PS4,2016,T,Namco Bandai Games,0.35,Fighting,66.0,7.8,0.11,0.13,0.07,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Burning Blood,PSV,2016,T,Namco Bandai Games,0.1,Fighting,62.0,7.8,0.0,0.02,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Burning Blood,XOne,2016,T,Namco Bandai Games,0.06,Fighting,60.0,5.8,0.03,0.02,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Pirate Warriors,PS3,2012,T,Namco Bandai Games,1.18,Action,64.0,6.5,0.01,0.23,0.86,0.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Pirate Warriors 2,PS3,2013,T,Namco Bandai Games,0.66,Action,71.0,7.8,0.0,0.19,0.42,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Pirate Warriors 3,PS3,2015,T,Namco Bandai Games,0.25,Action,63.2,3.7,0.0,0.06,0.19,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Pirate Warriors 3,PS4,2015,T,Namco Bandai Games,0.46,Action,74.0,7.4,0.09,0.22,0.1,0.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Pirate Warriors 3,PSV,2015,T,Namco Bandai Games,0.17,Action,76.0,6.3,0.0,0.03,0.13,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Unlimited Adventure,Wii,2007,T,Namco Bandai Games,0.19,Adventure,67.0,8.5,0.07,0.0,0.11,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Unlimited World Red,3DS,2013,T,Namco Bandai Games,0.39,Action,75.0,7.6,0.05,0.04,0.28,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Unlimited World Red,PS3,2014,T,Namco Bandai Games,0.28,Action,71.0,7.3,0.09,0.1,0.06,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Unlimited World Red,PSV,2014,T,Namco Bandai Games,0.13,Action,67.0,7.8,0.03,0.04,0.04,0.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
One Piece: Unlimited World Red,WiiU,2014,T,Namco Bandai Games,0.06,Action,66.0,7.8,0.0,0.04,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onechanbara Z2: Chaos,PS4,2014,M,Nippon Ichi Software,0.24,Action,57.0,6.5,0.14,0.03,0.04,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onechanbara: Bikini Samurai Squad,X360,2006,M,D3Publisher,0.13,Action,39.0,6.4,0.11,0.01,0.0,0.01,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Onechanbara: Bikini Zombie Slayers,Wii,2008,M,D3Publisher,0.12,Action,55.0,8.0,0.11,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oni,PS2,2001,T,Take-Two Interactive,0.53,Action,69.0,7.8,0.26,0.2,0.0,0.07,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Onimusha 2: Samurai's Destiny,PS2,2002,M,Capcom,2.25,Adventure,84.0,9.0,0.62,0.44,1.06,0.13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
